@relation 'user_remapped-weka.filters.unsupervised.attribute.Remove-R6-7,14-23-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,12-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.Resample-B1.0-S3-Z100.0'

@attribute votes_funny numeric
@attribute votes_useful numeric
@attribute votes_cool numeric
@attribute review_count numeric
@attribute friends numeric
@attribute fans numeric
@attribute average_stars numeric
@attribute compliments numeric
@attribute elite numeric
@attribute profile numeric
@attribute cute numeric
@attribute funny numeric
@attribute plain numeric
@attribute writer numeric
@attribute list numeric
@attribute note numeric
@attribute photos numeric
@attribute hot numeric
@attribute more numeric
@attribute cool numeric
@attribute personality {Extraverted,Introverted}

@data
0,3,1,3,1,1,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,6,0,20,1,0,4.55,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
44,148,62,94,14,2,4.47,16,1,0,0,0,2,2,0,2,2,3,0,5,Extraverted
0,5,0,7,1,0,3.64,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
11,39,12,20,6,0,3.4,2,1,0,1,1,0,0,0,0,0,0,0,0,Extraverted
3,13,0,10,1,0,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,2,0,11,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
152,335,234,172,81,7,3.73,150,4,0,0,3,12,10,0,31,6,30,3,55,Extraverted
2,12,5,10,1,0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
5,12,0,5,6,0,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
7,20,3,22,6,0,3.82,6,1,0,0,0,0,2,0,1,1,1,0,1,Extraverted
1,1,1,10,1,0,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
11,30,8,48,1,1,4.12,2,1,0,0,0,1,1,0,0,0,0,0,0,Introverted
0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
27,50,35,72,1,0,3.91,4,1,0,0,1,0,2,0,0,0,0,1,0,Extraverted
267,350,240,168,25,4,3.73,274,3,0,0,25,57,42,2,25,5,23,7,88,Introverted
2,12,2,9,6,0,4.88,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
10,52,18,19,19,0,3.42,6,1,0,0,1,2,1,0,1,0,0,0,1,Extraverted
7,38,5,27,1,1,3.93,2,1,0,0,0,1,0,0,0,0,1,0,0,Introverted
0,1,0,9,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
3,8,3,7,1,0,4.71,1,1,0,0,0,0,1,0,0,0,0,0,0,Extraverted
15,57,22,68,37,1,3.51,4,1,0,0,1,3,0,0,0,0,0,0,0,Extraverted
2,11,1,2,1,1,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,1,0,4,9,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
46,174,98,93,13,3,3.76,30,1,0,0,2,2,2,0,5,0,9,0,10,Introverted
0,2,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
34,126,49,14,3,3,3.38,17,1,0,1,1,2,1,0,4,0,4,1,3,Extraverted
0,1,1,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
7,27,13,14,6,1,4,9,1,0,1,1,2,1,0,1,0,0,1,2,Extraverted
69,173,74,76,31,3,3.75,40,1,1,1,0,20,2,0,5,1,1,1,8,Extraverted
0,4,0,3,6,0,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
133,357,179,178,20,11,3.87,20,1,0,0,0,2,13,0,2,0,1,1,1,Extraverted
6,32,6,22,4,0,3.75,3,1,0,1,0,1,0,0,0,0,1,0,0,Extraverted
5,26,9,20,1,0,4.45,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
5,14,5,32,1,1,2.94,6,1,1,0,1,1,0,0,3,0,0,0,0,Extraverted
1,7,1,2,6,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
3,17,1,21,1,0,3.53,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
51,122,53,75,4,1,3.32,10,1,0,0,0,4,0,0,1,0,0,0,5,Introverted
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,3,1,3,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
16,64,27,37,24,2,3.62,8,1,0,1,1,2,0,0,1,0,2,0,1,Introverted
0,7,3,6,1,0,3.17,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,1,18,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,4,0,3,3,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
57,258,87,121,8,5,3.42,27,1,0,3,1,3,2,0,5,0,3,1,9,Introverted
8,75,13,35,4,1,2.86,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,9,0,28,1,0,3.56,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
6,16,5,21,5,0,3.24,1,1,0,0,0,0,0,0,0,0,1,0,0,Introverted
6,17,2,7,1,0,3.14,1,1,0,0,0,0,0,0,1,0,0,0,0,Extraverted
0,2,0,2,2,0,5,3,1,0,0,0,0,0,0,0,0,1,0,2,Extraverted
142,604,289,653,7,15,4.16,71,8,0,0,3,16,6,0,11,1,7,3,24,Extraverted
1,4,0,2,1,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
4,7,5,6,1,0,2.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,11,3,7,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,Introverted
19,66,28,89,1,1,3.92,7,1,0,0,0,2,2,0,0,0,0,0,3,Introverted
1,7,3,15,1,0,4.07,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
11,124,60,18,1,1,3.56,2,1,0,0,0,1,0,0,0,0,0,1,0,Introverted
1,14,3,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
8,16,2,11,1,0,3.22,1,1,0,0,1,0,0,0,0,0,0,0,0,Extraverted
17,36,19,17,4,0,4,5,1,0,0,0,0,0,0,0,0,1,0,4,Introverted
12,14,6,20,3,0,3.2,4,1,0,0,2,0,0,0,1,0,0,0,1,Introverted
6,14,3,34,1,0,3.94,1,1,0,0,0,0,0,0,1,0,0,0,0,Extraverted
0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,7,5,10,1,0,3.9,1,1,0,0,0,0,1,0,0,0,0,0,0,Extraverted
0,8,0,9,1,0,2.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
12,47,21,87,1,1,4.22,11,1,1,0,1,3,0,0,2,0,0,0,4,Extraverted
2,22,1,10,1,0,4.14,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,12,3,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,1,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,7,1,8,1,0,3.14,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,7,0,7,3,0,2.83,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
10,13,7,14,1,0,4.07,3,1,0,0,1,0,1,0,1,0,0,0,0,Extraverted
0,2,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,1,0,2,5,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,Introverted
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
19519,27084,23835,2147,218,466,3.2,37951,6,712,187,993,9344,3909,265,2251,3299,5914,612,10465,Extraverted
0,6,3,20,11,0,4.16,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,8,6,7,48,3,4.57,1,1,0,0,0,0,0,0,0,0,1,0,0,Extraverted
1,7,0,7,6,0,4.14,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
5,27,19,13,1,0,3.92,6,1,0,0,0,0,1,0,1,0,2,2,0,Extraverted
7,21,11,9,1,1,4.11,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
68,286,135,214,7,12,4.01,50,1,1,2,4,3,0,0,7,8,6,2,17,Extraverted
518,1093,737,305,21,13,3.31,270,3,6,16,8,64,28,4,11,10,36,10,77,Extraverted
0,3,1,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,12,3,12,1,0,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,6,2,0,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
8,17,8,31,1,0,3.72,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
14,37,15,25,5,1,3.75,7,1,0,0,0,2,0,0,1,0,0,1,3,Introverted
4,10,2,38,1,0,4.22,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,2,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,16,2,11,1,0,4.17,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
44,120,53,109,3,4,3.77,42,2,0,1,2,11,7,1,2,0,7,2,9,Extraverted
0,0,1,2,1,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,4,1,8,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
20,47,18,30,1,0,4.13,3,1,0,0,1,0,1,0,0,0,1,0,0,Extraverted
23,13,5,11,1,0,4.27,1,1,0,0,0,0,0,0,1,0,0,0,0,Introverted
8,34,11,57,1,0,3.88,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
1,21,6,5,2,0,4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,6,1,12,1,0,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,3,1,1,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
5,49,9,73,21,1,3.45,5,1,0,0,1,1,0,0,1,0,0,1,1,Extraverted
1,0,0,4,1,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,9,1,11,1,0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
77,213,140,150,20,7,4.33,101,4,0,0,0,13,12,4,20,2,28,0,22,Introverted
12,22,14,15,1,0,3.85,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,2,0,2,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,15,14,31,2,1,4.13,5,1,0,0,1,1,0,0,0,1,0,2,0,Introverted
1,5,0,14,1,0,3.57,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
35,155,75,163,7,4,3.39,35,1,0,0,4,4,7,0,2,1,2,1,14,Extraverted
0,1,0,3,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,8,0,7,1,0,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,4,1,0,2.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
7,47,7,25,1,0,3.4,3,1,0,0,0,0,1,0,1,0,0,0,1,Extraverted
1,3,1,5,1,0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
8,34,11,57,1,0,3.88,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
1,4,2,4,1,0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
3,4,1,7,9,0,3.57,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,4,1,5,7,0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,3,1,4,1,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,2,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
10,17,13,6,6,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
51,241,88,158,2,5,4.18,45,4,0,1,0,17,10,0,0,0,5,2,10,Introverted
4,21,7,45,3,1,3.49,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
127,269,174,109,20,10,4.22,183,4,1,2,17,32,23,0,19,1,31,2,55,Introverted
24,82,29,39,1,2,3.88,4,1,0,0,0,0,0,0,0,0,0,4,0,Introverted
3,23,5,6,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
8,17,8,6,1,1,4.17,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
13,40,9,30,22,2,5,2,1,0,0,0,1,0,0,1,0,0,0,0,Extraverted
34,61,6,37,9,1,3.3,4,1,0,1,0,0,0,0,1,0,0,0,2,Extraverted
1,0,1,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
6,22,8,16,1,0,3.38,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,9,4,3,1,1,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
5,6,3,5,5,1,3.8,8,1,1,1,1,0,0,0,1,0,2,0,2,Introverted
0,3,3,3,1,0,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,12,1,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
9,45,16,54,8,1,3.78,7,1,0,0,0,1,1,0,0,0,0,0,5,Extraverted
25,47,22,12,1,1,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
127,227,152,117,15,2,3.41,143,1,4,4,23,24,6,0,7,2,35,4,34,Introverted
2,7,3,16,1,0,3.62,2,1,0,0,0,2,0,0,0,0,0,0,0,Introverted
0,6,6,11,1,0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
44,75,25,93,1,1,3.77,14,1,0,0,2,4,2,0,1,0,3,0,2,Extraverted
0,0,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,18,1,10,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
34,83,36,96,1,0,4.07,6,3,0,1,0,0,1,0,2,0,0,2,0,Extraverted
0,8,0,7,1,0,2.75,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
5,6,5,16,1,0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,3,0,3,1,0,1.33,1,1,0,0,0,0,0,0,1,0,0,0,0,Introverted
3,13,3,18,3,0,3.65,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
1,7,0,16,1,0,2.94,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,6,2,12,1,1,3.83,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
16,33,6,25,1,0,2.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
9,29,1,9,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,Extraverted
0,1,1,2,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,17,3,12,1,0,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,2,1,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
155,248,214,108,79,3,4.16,165,2,0,2,4,18,11,0,19,4,29,2,76,Extraverted
509,1248,897,316,30,19,4.13,1419,6,22,8,59,603,62,2,83,14,195,10,361,Extraverted
10,31,14,28,24,7,4.33,6,1,1,0,0,2,0,0,0,1,1,0,1,Introverted
12,47,5,24,1,0,3.48,5,1,0,0,0,1,0,0,2,0,0,2,0,Introverted
35,129,80,101,1,2,3.79,19,1,0,1,2,7,0,0,2,0,0,1,6,Introverted
0,1,0,4,1,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
23,129,29,161,3,0,3.56,5,1,0,0,0,1,0,0,1,0,1,0,2,Extraverted
1,5,1,4,1,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
3,0,0,8,1,0,4.71,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
119,119,58,22,21,3,2.95,44,1,1,4,4,12,1,0,10,0,5,1,6,Extraverted
13,146,39,225,3,0,3.95,31,4,0,0,0,13,3,0,10,0,0,0,5,Introverted
20,122,54,41,51,2,3.45,21,1,0,0,0,8,1,0,5,0,1,1,5,Extraverted
2,9,5,13,1,0,4.38,2,1,0,0,0,2,0,0,0,0,0,0,0,Introverted
0,8,0,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
10,28,10,69,1,0,3.62,4,1,0,0,0,2,0,0,0,0,0,0,2,Extraverted
0,1,1,5,7,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,1,1,16,1,0,3.38,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,4,0,3,1,0,2.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,3,1,5,3,0,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,10,2,7,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
3,71,11,17,1,1,3.35,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
10,25,6,10,1,0,2.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
48,247,142,261,8,4,3.73,48,3,0,0,1,11,11,0,6,2,6,1,10,Introverted
38,250,113,84,2,8,3.89,45,2,0,4,1,15,1,0,11,2,3,0,8,Introverted
18,48,13,49,1,1,3.37,11,1,1,0,0,1,1,0,3,0,3,0,2,Introverted
0,9,0,7,1,0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,4,1,0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
12,23,4,38,5,0,3.5,2,1,0,0,2,0,0,0,0,0,0,0,0,Extraverted
0,2,0,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,9,2,9,6,0,4.33,2,1,0,0,2,0,0,0,0,0,0,0,0,Extraverted
1,8,0,8,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
18,29,12,31,3,2,3.68,4,1,0,1,1,0,0,0,0,0,1,0,1,Extraverted
6,31,6,32,13,2,3.56,10,1,0,0,1,3,1,0,0,0,4,0,1,Extraverted
4,18,10,29,1,2,3.43,7,1,0,0,0,3,1,1,0,1,0,0,1,Introverted
0,2,1,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,6,1,9,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,4,1,4,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
796,1090,719,545,32,13,3.67,257,4,1,1,25,62,28,3,50,4,32,8,43,Introverted
1,2,2,4,1,0,2.75,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
20,37,6,18,3,1,3.24,3,1,1,0,0,0,1,0,1,0,0,0,0,Extraverted
1,4,0,16,5,0,4.69,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,2,1,8,1,0,3.57,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
13,41,13,29,2,0,2.73,2,1,0,0,1,1,0,0,0,0,0,0,0,Introverted
39,149,58,129,17,5,3.68,33,4,1,0,1,5,1,1,6,0,8,0,10,Extraverted
1,2,0,3,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,7,2,3,2,0,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
25,131,33,25,1,2,3.72,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
18,70,12,41,1,1,3.79,4,1,0,0,1,0,1,0,1,0,0,0,1,Extraverted
18,38,9,25,14,1,4.04,2,1,0,0,0,1,0,0,1,0,0,0,0,Extraverted
1,7,1,1,3,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
0,2,0,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,6,0,6,1,0,3.17,1,1,0,0,0,0,0,0,0,0,1,0,0,Introverted
2,2,0,2,1,0,2.33,2,1,0,0,0,0,0,0,2,0,0,0,0,Extraverted
2,12,0,9,1,0,3.78,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
14,17,1,9,56,1,4,6,1,0,0,0,0,0,0,1,1,1,0,3,Introverted
2,5,2,15,1,0,2.88,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
6,29,13,28,3,0,4.31,22,1,0,0,3,2,2,0,6,0,7,0,2,Extraverted
4,9,0,14,2,0,3.86,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
10,42,3,21,1,1,3.12,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
5,10,2,14,2,0,3.93,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
266,454,232,171,19,8,3.52,297,2,0,11,37,39,34,1,43,0,53,22,57,Introverted
14,47,10,22,1,1,2.96,2,1,0,0,0,0,1,0,0,0,0,0,1,Introverted
0,3,0,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,5,0,8,11,0,3.62,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1121,1294,977,467,55,28,3.5,548,3,11,5,96,69,42,25,34,5,106,13,142,Extraverted
418,922,529,512,31,26,3.82,425,5,17,10,38,84,28,2,78,18,53,7,90,Introverted
1,4,1,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,9,6,5,23,3,4.6,6,1,0,1,0,0,0,0,2,0,2,0,1,Extraverted
3,16,3,33,1,0,3.91,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
16,12,6,13,5,0,2.92,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
368,830,436,647,265,10,3.55,169,4,1,1,8,62,5,0,25,1,27,5,34,Extraverted
1,17,5,12,8,0,4.42,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,3,3,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
3,49,16,31,1,0,4.31,1,1,0,0,0,0,0,0,0,0,1,0,0,Extraverted
6,17,10,25,1,0,3.8,7,1,0,0,0,1,1,0,0,0,0,0,5,Extraverted
6,39,5,21,1,0,3.48,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,2,1,29,1,0,3.86,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,2,1,12,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,17,6,25,1,1,4.04,4,1,0,0,0,1,0,0,1,0,0,0,2,Introverted
0,4,0,6,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,6,2,5,2,0,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,2,1,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,4,0,4,1,1,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
50,152,47,27,1,7,3.73,6,1,0,0,0,1,1,0,2,0,0,1,1,Introverted
1,4,2,4,5,0,4.25,1,1,0,0,0,0,0,0,1,0,0,0,0,Extraverted
0,9,3,20,1,0,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,5,0,8,1,0,4.12,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
0,4,0,3,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,1,0,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,8,2,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
15,87,6,15,1,1,4.07,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
31,62,34,12,1,0,4,5,1,0,0,0,1,2,0,2,0,0,0,0,Extraverted
1,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,3,0,3,1,1,1.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
8,36,4,17,1,0,3.24,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,0,0,2,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
10,10,3,12,5,1,2.67,2,1,0,0,0,1,0,0,0,0,0,0,1,Introverted
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,2,2,6,4,0,3.33,1,1,0,0,0,0,0,0,0,0,1,0,0,Introverted
1,2,0,4,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
5,32,8,24,1,0,3.79,3,1,0,0,0,1,0,0,0,1,0,0,1,Extraverted
9,18,3,17,4,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
10,36,17,22,1,0,3.74,4,1,0,1,0,0,1,0,0,0,1,0,1,Extraverted
11,32,16,43,1,0,3.7,8,1,0,0,1,3,1,0,2,0,0,0,1,Extraverted
14,21,2,23,2,0,3.42,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
227,581,260,415,5,10,3.32,75,7,1,0,5,16,12,0,11,2,2,0,26,Introverted
12,77,15,74,2,1,3.68,6,2,0,0,0,3,1,0,0,0,1,0,1,Introverted
39,133,66,46,75,6,4.13,14,1,0,1,0,3,1,0,1,0,4,0,4,Extraverted
26,94,39,93,19,2,3.72,22,2,0,0,3,3,3,0,4,1,3,0,5,Extraverted
1,22,5,16,1,0,3.38,3,1,0,0,0,0,1,0,1,0,0,0,1,Extraverted
0,21,18,7,1,0,4.29,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
1,6,4,8,1,0,4.12,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,4,3,2,2,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,13,5,44,2,1,4.16,14,1,0,2,1,3,0,0,3,1,1,0,3,Introverted
0,4,0,18,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
14,37,12,25,21,6,3.21,13,1,0,1,0,7,0,0,2,0,2,0,1,Introverted
1,13,3,11,1,0,3.27,1,1,0,0,0,0,0,0,1,0,0,0,0,Introverted
24,62,32,46,1,2,4,18,1,1,2,3,4,1,0,3,0,0,1,3,Introverted
12,30,11,63,1,1,4.05,5,1,0,0,0,0,1,0,2,0,0,0,2,Introverted
13,27,15,13,15,0,3.85,12,1,0,1,2,0,2,0,2,0,2,1,2,Extraverted
1598,1728,1238,358,13,22,3.33,408,6,2,9,95,31,18,6,19,13,64,20,131,Extraverted
2,3,1,11,1,0,3.89,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
