yelping_since,votes_funny,votes_useful,votes_cool,review_count,name,user_id,friends,fans,average_stars,type,compliments,elite,num_sweet,num_spicy,num_salty,num_carbs,num_crunchy,num_sour,num_citrus,num_exotic,num_chocolate ,num_alcoholic,personality
2012-01,1,8,1,10,Tawnee,3H7ebj32d3BnaEhD4Y3qxg,6,1,3.8,user,0,0,10,0,0,0,0,0,1,0,0,1,Prosocial
2013-10,0,0,0,1,Patricia,3sFDaWrqp0fiC-_MlCbvXQ,0,0,1.0,user,0,0,0,0,0,3,1,0,0,0,0,0,Passive
2010-11,3,11,2,10,Cliff,4V6NZAXTRktpZyiy5LIZVw,0,0,2.5,user,1,0,0,0,13,2,2,0,0,0,0,0,Anxious
2012-12,3,7,1,11,Joyce,0Js1Ay37vN7XsJkfv1as0A,0,0,3.2,user,1,0,6,2,6,3,3,1,1,0,0,1,Prosocial
2010-08,6,37,9,33,Will,ZkMwOom9fRaZvJxgjZOVXA,6,1,4.35,user,12,0,24,5,20,12,13,0,9,3,3,2,Prosocial
2010-03,30,157,36,129,Ana,RyKKn7lV7StxDngkGt_6_w,23,5,3.78,user,15,3,27,21,59,41,26,6,12,11,4,47,Anxious
2011-09,2,10,2,7,Britt,SpvmGtuDiOSE6Ui-ehN5dg,1,0,3.0,user,1,0,0,0,2,3,4,0,0,0,0,2,Perfectionist
2010-02,9,24,11,26,Jayson,Eg_UL0XaV_g4Dr3AeGZHUw,38,0,4.04,user,4,0,0,3,10,1,0,0,1,1,0,1,Anxious
2011-08,1,3,1,3,Jonathan,96S00jZMwbtLF5V-f4Sm-w,1,0,4.33,user,4,0,0,3,0,0,0,0,0,0,0,0,Risk Taker
2013-01,3,23,4,19,Francisco,VE2JbFEHL6MijFV-TYJQtA,0,0,3.2,user,0,0,0,0,3,0,0,0,2,0,0,0,Anxious
2009-12,1,7,4,4,Nadaa,uuPsnpYyL8eJ0c41d4e_8A,1,0,5.0,user,0,0,4,0,2,0,0,0,3,0,1,0,Prosocial
2009-06,11,31,14,28,Ben,_jNXQZR4RVDSk9QTNuoLKw,0,0,3.39,user,3,0,0,1,7,1,0,0,0,0,0,0,Anxious
2012-04,1,4,0,1,Kristin,5JmiscFze4gTI2ie3T4GiQ,2,0,1.0,user,0,0,5,0,0,2,1,0,0,0,0,0,Prosocial
2012-01,5,18,5,14,Scott,c6sX9OeQS1OnLJsbZ-3T5A,0,0,3.33,user,0,0,0,0,8,1,0,1,2,0,0,3,Anxious
2011-03,2,16,2,7,Elaina,OrKkecJ5gMv0KYL-MrpG4g,1,0,3.71,user,0,0,2,0,1,0,0,0,0,0,0,0,Prosocial
2011-06,2,4,2,9,Chelsey,CZCxGKaeHiMFPMUwPPfDmA,0,0,3.43,user,0,0,0,0,0,6,2,0,0,0,0,1,Passive
2009-04,1,3,0,13,Kyle,vPOfOsGzKoLOBfxX2MNSbw,0,0,3.92,user,0,0,0,2,1,0,0,0,0,0,0,0,Risk Taker
2013-04,0,0,0,2,Rich,Z4WK7UmaVQlFMSTYGMzbxw,0,0,5.0,user,0,0,0,5,0,0,0,0,0,0,0,0,Risk Taker
2005-12,496,829,423,553,Mike,9H-Xsn5sHtYU-4cA8bj7uQ,9,13,4.2,user,240,9,1,2,1,2,1,1,0,0,0,0,Risk Taker
2012-08,1,4,4,14,Chris,OznFf7XJZWdyxoAu0xfB-g,5,1,4.0,user,1,0,0,0,2,1,0,0,0,0,0,1,Anxious
2012-06,4,9,0,5,Laine,cYQBVK4mo1z62x7_kT_4HA,0,0,3.6,user,1,0,4,1,2,0,0,0,2,0,0,0,Prosocial
2012-04,7,32,8,30,Alison,xJ4B-jrL2bWdCKjrm0AHHw,0,0,3.33,user,3,0,22,9,8,15,5,3,2,3,3,3,Prosocial
2011-04,1,0,1,5,Grant,7jQNNrePqjfZGvvavRUPEQ,0,0,4.0,user,0,0,0,0,4,4,0,0,0,0,0,2,Anxious
2009-08,20,22,17,15,Michael,MEgDe_OUlcwhSEL7gL86Eg,7,1,3.75,user,5,0,0,0,3,1,1,0,2,0,0,0,Anxious
2009-03,9,5,1,9,Jammy,iiTafVf2xjSIda4vseuBDw,0,0,1.89,user,0,0,3,0,3,0,0,0,0,0,0,0,Prosocial
2013-02,0,5,0,3,Whitney,r3Vz9WVboCU8jQPwiuqX4w,0,0,4.33,user,0,0,3,0,1,3,1,0,1,3,0,2,Prosocial
2009-07,33,96,35,51,John,3Ibl0tvCENCtwyRkB37QFg,0,1,3.73,user,4,0,3,1,2,0,2,3,1,2,0,2,Prosocial
2010-07,3,18,7,30,J,FuIuKIITdr3_-uXhl5YeEg,0,1,4.0,user,1,0,2,1,0,0,1,0,0,0,0,0,Prosocial
2012-12,1,2,0,4,Chelsea,jdABF5WFtUu3bPkXBLYVqw,0,0,3.5,user,1,0,0,3,0,3,1,0,0,0,0,0,Risk Taker
2009-02,19,97,36,136,Christopher,5_JuHOYNL3skhzxZzPESSQ,6,1,3.73,user,9,0,26,32,65,47,17,12,3,4,2,13,Anxious
2010-02,5,32,6,13,Emily,QPA5bmhO0D25xpydgE0xbA,4,1,3.85,user,7,0,0,0,4,0,0,0,0,1,0,6,Liberal
2005-07,12,57,20,140,Jane,itv4pB3tbT7eMuVrFU65Tg,2,0,4.07,user,9,0,2,0,4,1,3,0,0,2,1,0,Anxious
2009-12,3,12,5,8,Burr,xw8V6YI-NvFMkJ-PNNqgyQ,1,0,5.0,user,0,0,4,0,2,2,0,0,0,0,1,0,Prosocial
2012-09,11,41,13,21,Simon,JzBhKwVBnrUUi4HDuPGx3w,0,1,2.9,user,1,0,0,0,9,0,1,0,0,0,0,0,Anxious
2012-04,1,11,3,12,Michael,FEpclqKbWaPhr3yYZDikdQ,6,2,3.92,user,3,0,2,0,3,0,0,1,1,0,0,0,Anxious
2011-10,0,4,1,17,marty,JSddaCToGS_B-unQT03Wqg,0,0,2.88,user,0,0,0,0,2,0,0,0,0,0,0,0,Anxious
2013-07,0,4,0,8,Kim,WRsUtPpmnTaGMWDoqVvzPA,4,0,2.86,user,0,0,0,0,1,2,0,0,0,0,0,0,Passive
2011-04,2,4,2,13,Christopher,2BiT4UmTnrnipyJTcBb6QA,1,0,3.08,user,0,0,2,0,10,1,1,1,1,0,0,0,Anxious
2012-08,0,1,0,3,Sundar,iEFEhQkvVXkb0c07v1rgdw,0,0,4.33,user,0,0,0,0,2,0,0,0,0,0,0,0,Anxious
2010-09,3,10,7,15,Jackie,33TTBxDr4VbcOwLKsa8ylg,6,1,3.93,user,3,0,7,0,1,2,1,1,0,0,0,0,Prosocial
2007-01,8,31,9,18,Shairy,HWLC-qBcuFXJ0MkV8LSA-A,8,0,4.33,user,1,0,14,0,5,2,2,0,0,0,1,8,Prosocial
2012-11,0,3,0,3,Virginia,K567wHNHUpDNPyI5jQvbhQ,0,0,1.0,user,0,0,0,0,4,0,1,0,1,0,0,0,Anxious
2014-01,0,0,0,1,Gail,4XvOXWl6UbhHFjc19Lj-_w,0,0,1.0,user,0,0,0,0,14,4,1,0,0,0,0,0,Anxious
2007-06,1044,957,780,132,Erica,tlSSQwfHYJany7wPoTH46A,201,33,3.36,user,493,6,154,75,215,110,91,33,35,22,14,92,Anxious
2010-03,27,47,31,29,Leanne,uZKjw4dgvIyy8AA9lRGS6w,21,3,3.86,user,13,0,37,1,21,12,18,1,2,0,5,11,Prosocial
2010-05,208,393,351,80,Jieun,QyLOjgOOfj_n9HK3AcsEAQ,17,19,4.48,user,777,3,2,0,1,0,1,0,0,1,2,6,Liberal
2013-05,1,3,1,3,Tristan,ain5nmD2eQMgoGUbSlm8nQ,0,0,3.67,user,0,0,0,1,0,0,3,2,2,0,0,0,Perfectionist
2009-03,0,17,8,23,Kevin,9wl224U7ZQrNggpWVsiLTg,0,0,4.38,user,0,0,9,0,4,2,3,1,1,0,2,2,Prosocial
2010-06,2,14,6,32,Jason,m7SSPmQb9716TsA4mmJHnA,10,1,3.87,user,1,0,0,0,3,0,1,0,0,0,0,1,Anxious
2009-07,5,53,11,29,Stephanie,awNfKzVWjrhxCmRap-DeaQ,5,1,4.09,user,2,0,3,1,13,2,2,0,2,0,0,4,Anxious
2011-01,0,5,0,26,Melody,R6P4TS8NrATEVdHkwBwqxQ,0,0,3.62,user,1,0,0,0,2,0,0,0,0,0,0,0,Anxious
2010-08,33,83,30,89,Jeremy Lou,10XWaraspuADGFmbKsbnxQ,1,1,3.64,user,13,0,5,0,4,4,3,1,1,0,0,2,Prosocial
2010-08,1,13,1,5,Andrew,Z2Ug6w9tvBfna14JwqigPQ,7,1,3.25,user,1,0,5,0,15,7,4,3,0,0,0,2,Anxious
2010-11,8,36,9,28,Andrea,vZkrh1eB6ac7IqFzgeQpDA,3,2,3.71,user,5,0,7,0,2,0,0,0,0,0,2,3,Prosocial
2007-03,253,934,266,344,Elizabeth,znsZlfL1bu7kkGp_O-qbwA,10,19,3.36,user,163,4,0,0,1,0,3,0,0,0,0,2,Perfectionist
2009-07,6,44,17,66,Joli,rMdKdaRw242jHhnAMrfxEg,0,0,4.09,user,8,0,2,0,1,2,2,0,0,0,0,0,Prosocial
2011-04,2,9,3,6,Jimmy,j-jGmMx_-w4WUAFF4LOSXg,4,0,3.67,user,0,0,0,0,3,0,0,0,0,0,0,0,Anxious
2013-01,0,7,1,13,S.,XCDqdxXK-A3FVh0aejXpNA,0,0,3.31,user,0,0,1,0,3,4,1,0,2,0,0,0,Passive
2013-09,1,0,0,3,Ian,2sDRTQyD0UeHwpVDP_FZWA,0,0,2.67,user,0,0,0,0,2,0,0,0,0,0,0,0,Anxious
2007-04,4,10,1,7,Toothpick Vic,B3NvGVTf654GyuryAY5lWg,0,0,4.14,user,0,0,1,0,0,6,1,0,0,0,0,0,Passive
2011-05,158,252,81,225,Chet,zgKN0jcNaNaY46xsDaxYTw,1,6,3.46,user,14,3,2,1,1,3,0,0,0,0,0,0,Passive
2011-08,0,2,0,6,Paul,zPF1id6X7zqHZ-9UKL0i5A,1,0,4.17,user,0,0,1,0,0,2,0,0,0,0,0,0,Passive
2007-11,1227,1233,1153,367,Maurice,-F32Vl8Rk4dwsmk0f2wRIw,72,31,3.84,user,309,0,85,46,95,56,47,10,13,15,7,160,Liberal
2010-02,678,958,724,152,Anthony,AYGHNy8gPxl2Q-etTT3hZw,429,37,3.94,user,706,4,72,7,89,32,45,2,5,1,2,22,Anxious
2013-02,4,6,1,17,Theo,V3LFcJ2Xk3Ol-rvgCqRY-Q,0,0,2.88,user,0,0,1,7,7,6,0,1,0,0,0,7,Risk Taker
2010-08,324,436,321,159,Jorge,NawKd2FCoCPL_pdUgEb6vQ,3,2,3.55,user,148,3,4,0,0,0,1,0,1,0,0,0,Prosocial
2013-05,0,1,0,2,Mari,8FKAk34ylp2t6QBBhLhD4w,1,0,5.0,user,2,0,1,1,1,2,0,0,0,0,0,0,Passive
2011-04,9,36,10,19,Erica,kI1MoLcExqwmK7wcT5Vy1w,8,0,3.7,user,3,0,35,3,14,8,8,1,4,2,8,3,Prosocial
2011-09,0,0,0,2,Lora,VezRYJ0nrWC_rwb9dA4jSw,0,0,3.0,user,0,0,1,0,2,2,1,0,0,0,0,0,Anxious
2010-04,61,135,65,77,Angie,VwcyU7sYIAXjs2Lw-Alz4A,22,2,3.64,user,56,0,3,5,7,1,3,0,1,0,0,7,Anxious
2011-09,14,15,6,12,Chloe,Sb6btnYPIh1TTi8dz3psvw,1,0,3.38,user,1,0,0,0,3,0,0,0,0,0,0,1,Anxious
2009-07,92,273,109,132,Terry,FktbKOzznpoKTNXMVtc8EA,7,3,3.52,user,16,0,86,9,85,58,18,6,6,4,10,52,Prosocial
2011-08,1,9,1,20,Michi,n22JLS9aZ2wIrB5TCYzyYw,0,0,3.3,user,0,0,1,0,4,0,0,1,0,0,1,0,Anxious
2012-01,0,2,0,3,Taelor,nM-C7BJr8_ZhAP6wQIDukA,0,0,2.67,user,1,0,3,0,0,0,0,0,0,0,0,0,Prosocial
2011-10,7,52,13,20,Kate,RxQImrbZffCAI8cYZmqS3A,1,0,3.57,user,5,0,0,5,0,1,0,0,0,0,0,0,Risk Taker
2007-09,1,2,1,4,Diane,zvFB6UQg8p81oWvoTrsEfA,0,0,5.0,user,0,0,0,0,2,0,1,0,0,0,0,0,Anxious
2010-03,611,1102,627,144,Susan,CCHwJoIWLRhxqIcwRJW6ag,163,16,3.3,user,215,3,15,2,25,16,19,3,4,2,4,1,Anxious
2011-09,0,15,0,10,R.,hsUhOl-ucupFYpL-9TDYvw,0,0,2.55,user,0,0,1,0,0,2,0,0,0,0,0,0,Passive
2012-06,1,10,1,10,Connie Weber,7dM1nN3oM8H7YhMqC_4Gyw,0,0,4.27,user,0,0,1,0,2,1,1,0,0,0,0,1,Anxious
2007-11,61,119,118,54,Shannan,CJkY0WOCNfCuv0HAbB2cjw,29,4,4.46,user,52,0,22,14,37,18,4,2,5,2,1,42,Liberal
2011-04,41,119,28,420,Joe,BsmLSUK_GNBSgAVtIySBpA,2,5,3.37,user,7,0,0,0,11,1,0,0,0,0,0,0,Anxious
2007-08,5,17,8,15,Mimi,8gIp7Emu7xBDnBjRKgkSOg,5,1,3.87,user,7,0,3,0,2,8,8,0,2,0,0,0,Passive
2005-07,15,77,20,178,Jaime,7Z0iAt3R1rEaepiQ0OeNww,1,3,3.59,user,14,3,1,0,5,1,0,0,1,0,0,0,Anxious
2012-06,0,0,0,4,Sofia,ZGWypSo0RaoQDszqgVEa-g,0,0,2.75,user,0,0,0,0,0,5,0,0,0,0,0,0,Passive
2009-07,28,57,20,35,Rob,PhiZFPxJbWBSHJ_z5EKCpQ,32,2,3.38,user,6,0,3,2,7,6,3,0,1,0,0,2,Anxious
2011-02,119,240,102,123,Julie,huE7A2WBkTJTyEr2K8Owzw,22,3,3.56,user,27,4,7,4,10,12,5,3,2,2,0,12,Passive
2010-09,47,18,1,18,Kavita,-QsT-5CRP2uDpQdyS7VCZA,0,0,3.89,user,0,0,2,1,0,2,1,0,0,0,0,0,Prosocial
2007-08,29,103,55,126,Vanessa,8rYUo3KpfxQ26b73fHd8rA,6,0,3.85,user,49,2,1,1,3,1,1,1,1,0,0,0,Anxious
2010-02,25,190,49,99,Christy,iAD9GVUI8m5KaHgi1CnJBQ,73,12,3.93,user,26,5,29,3,32,12,5,1,4,1,5,2,Anxious
2009-09,5,21,6,31,Farah,quu0KAMxKo8H7W6dI_yj3A,1,0,3.84,user,6,0,0,0,5,0,0,0,0,0,0,0,Anxious
2011-05,27,133,36,54,Samantha,jp-FQ9XumlfPzxdUdyFbQg,3,1,4.18,user,26,0,2,0,0,3,0,0,0,0,0,0,Passive
2009-05,78,146,48,51,Caroline,Um8eFxZBCxCR4FNGO0DeEA,34,4,3.21,user,30,2,6,1,14,17,2,0,2,0,1,12,Passive
2009-04,4,30,12,20,Deirdre,bUy80XymVAeKV9_QR0y8ug,13,0,4.0,user,6,0,8,0,10,3,1,4,0,1,0,2,Anxious
2010-11,2,21,8,33,Emilie,sDKx16ztYDKtUHgpzYv2gQ,8,0,3.64,user,2,0,3,8,12,12,6,3,6,0,0,5,Anxious
2012-12,0,0,0,6,Obese,SfOq7kTmpUJs5bqcrmapRw,0,0,3.4,user,0,0,4,0,0,0,1,0,0,0,1,0,Prosocial
2012-12,0,1,0,11,Ed,rg7KYOPmje2pNYIWZFNRMQ,0,0,2.8,user,0,0,2,0,0,2,0,0,0,0,0,0,Prosocial
2010-04,3,10,3,10,Adrienne,3LmlnHoIFMx0M5j97cJFGQ,0,0,4.2,user,2,0,3,1,0,0,0,0,0,0,3,6,Liberal
2011-02,1,3,1,4,Justin,p7bq64eZ2oR4bO5sHD6hcA,2,0,3.25,user,1,0,2,0,3,3,1,4,1,0,0,2,Critical
2010-08,1,0,0,2,Morgan,51GXPkpMjupFnDjTpSjspQ,0,0,5.0,user,0,0,0,1,0,5,0,0,0,0,0,0,Passive
2010-04,0,10,1,4,kristen,O6thIDr38Ys9N_C2x13BlA,4,0,3.0,user,0,0,0,0,3,1,1,0,0,0,0,0,Anxious
2012-11,1,4,0,9,Cheryl,ps4sJ4AobirEmNpjLkWg8w,1,0,3.25,user,3,0,2,0,2,0,2,0,0,0,1,0,Prosocial
2009-08,2,11,7,7,Noah,1bjFeAYEHLWXMsamYnTBVQ,0,0,4.2,user,0,0,0,0,3,1,1,1,3,0,0,5,Liberal
2010-09,303,822,428,459,Eli,EP3cGJvYiuOwumerwADplg,93,12,4.28,user,143,0,53,35,172,71,33,9,12,10,3,10,Anxious
2007-09,3,15,6,15,Betsy,-9cIpMOoSBIm5lQ1tM4plQ,0,0,4.0,user,1,0,2,0,0,0,0,0,0,0,0,3,Liberal
2010-08,39,108,38,130,Amber,Jrx1fLr5JdqgHdIfMT7wag,19,2,3.76,user,33,0,2,1,14,3,1,2,0,0,0,0,Anxious
2010-03,17,61,10,50,E,PHqfRoNsHKcvS24-yxxewg,0,0,3.75,user,0,0,7,4,26,5,4,0,4,0,2,4,Anxious
2008-08,2,17,0,9,C,vK4nDVFIw41j9AsZ8Ha_Tw,0,1,3.6,user,0,0,5,0,8,3,0,0,0,0,1,2,Anxious
2010-11,9,40,12,34,Alicia,MfZszvOQNY_xdbA9ruz_zQ,6,0,3.74,user,3,0,20,3,24,6,5,1,0,0,0,1,Anxious
2010-02,2,5,1,4,Christine,J8DFr8CLuUVizfdOKBLF6w,13,0,4.0,user,1,0,2,1,5,3,2,2,0,0,0,3,Anxious
2010-01,2,13,3,29,David,oK5-QxNOcIXaEOAX2b87lA,0,0,3.0,user,2,0,0,1,2,0,0,0,0,1,0,0,Anxious
2011-01,4,22,1,22,richard,reeuZ_MMPTSsQgMKx6Z82g,4,0,2.74,user,5,0,2,0,3,5,2,0,0,0,0,6,Liberal
2012-06,0,3,0,2,Jason,zgOUa4xZBDnvTyQxsI7BVQ,0,1,4.5,user,0,0,0,0,4,0,0,0,0,0,0,0,Anxious
2012-05,0,4,2,7,Elizabeth,DtgmlbAoRBjboEWEdvIzvA,0,0,3.86,user,0,0,1,2,2,3,0,1,0,0,0,1,Passive
2008-05,16,58,16,57,Jen,pUbzqLd17DRH86M1zA9jIA,1,0,3.95,user,2,0,3,2,4,4,4,0,0,0,1,0,Anxious
2011-11,0,1,0,5,Suzanne,_8jEwH_N-hUXIG6X11H2VQ,0,0,3.75,user,0,0,5,0,4,1,4,0,0,0,0,0,Prosocial
2012-07,13,61,14,79,Elisabeth,roKHu0Rleh-U0Du16EPUQg,9,1,3.99,user,6,0,8,1,23,12,2,0,1,1,1,5,Anxious
2012-05,0,7,0,6,Robert,VD4rjZ7FhQ18k_qAxwaPXA,1,0,3.0,user,0,0,2,0,1,2,1,0,0,0,0,0,Prosocial
2007-07,133,357,179,178,A,cUjy7cqOxoqq5l7XrNx4BA,20,11,3.87,user,20,0,77,31,118,71,32,4,17,5,14,6,Anxious
2012-11,0,14,1,19,Holly,sLo2w98hHfyc2VRyiQEy0w,4,0,3.95,user,5,0,1,0,7,2,1,0,0,0,0,2,Anxious
2011-07,0,0,0,4,Jennifer,smc8XK8i0_nD2SF9emd2KA,0,0,3.75,user,0,0,0,0,0,4,0,0,0,0,0,0,Passive
2012-04,0,1,0,2,John,BE5TJpMW_t0tHIe4R526cw,0,0,4.5,user,0,0,0,0,2,0,0,0,0,0,0,0,Anxious
2010-09,3,18,2,23,Erik,uzWTAgkONAZd5NrfP9XXlQ,5,0,4.04,user,1,0,0,3,5,0,0,1,0,0,0,1,Anxious
2007-10,48,76,49,44,Ashley,8iLXbmjrZJG3XBDFtmq0oQ,6,1,3.93,user,15,0,5,2,7,5,3,0,1,0,1,3,Anxious
2010-11,1004,1229,869,346,Andrea,palND-kF1qpMLhkcgAnSxA,146,38,3.71,user,737,4,54,45,56,49,32,9,12,5,5,60,Liberal
2012-02,1,8,1,20,Jo,r7d9Dy6dMzMJoZ6MB8s1TQ,0,0,4.15,user,0,0,4,0,18,3,6,1,1,0,0,2,Anxious
2012-03,0,0,0,2,Angela,LxnHEV9nszbdyjMlEW1z2g,1,0,3.0,user,0,0,0,1,2,3,0,0,0,0,0,0,Passive
2008-06,36,162,40,129,L,eGqm8Z0g4_ZoJjRo6jgqPg,1,3,3.41,user,8,0,0,0,0,3,0,1,0,4,0,0,Open minded
2010-07,0,11,1,11,Roman,jusmbho3bLf1tk_w2NU-eg,0,0,4.75,user,0,0,1,0,3,1,1,0,1,0,0,0,Anxious
2013-09,2,3,3,8,Russ,moLtbTzG3iUDUx4m9R8ZYQ,0,0,4.62,user,0,0,0,0,5,1,0,0,0,0,0,2,Anxious
2008-08,79,295,139,411,John,ZoiKCnVfSQOAGvRIg_Ykaw,0,7,3.62,user,21,0,7,0,2,2,0,2,0,0,0,0,Prosocial
2009-08,1,18,13,14,Vicki,VnmZ7nBK0dqDVAgkmFsMxw,1,0,3.92,user,1,0,13,5,4,1,0,0,1,0,2,7,Prosocial
2011-09,4,16,1,9,Jayma,aCQYDWhQdcWROzam2TuDUQ,0,0,1.67,user,0,0,0,0,5,1,1,2,0,0,0,0,Anxious
2007-12,0,2,0,5,Camille,IbqFje-0_shBjQAtGkVPrg,0,0,4.33,user,0,0,1,0,0,2,0,0,0,0,0,0,Passive
2011-02,1,5,1,13,Jennifer,qSTiKwurunzLJTIi9j8NGA,0,0,4.0,user,1,0,1,1,4,0,1,0,0,0,0,5,Liberal
2011-08,1,6,2,7,Rhette,3CaS9fYbp8tyzZftqVuu2A,15,1,4.17,user,2,0,1,0,1,2,2,0,1,0,0,1,Passive
2006-10,4756,6004,4941,2142,Vicky,FuDlYMar9QLhsS331Ppgng,51,64,3.61,user,3794,8,40,10,26,9,17,0,5,0,7,8,Prosocial
2013-05,0,1,0,3,Brittany,Wx8sHiEoUUCEpzpMBbuFAw,0,0,3.0,user,0,0,7,0,2,3,1,0,0,0,0,0,Prosocial
2013-09,0,0,0,4,Steve,SKVme3EmPbi9JHln7MEbOA,0,0,4.25,user,0,0,0,0,2,1,0,0,0,0,0,2,Anxious
2012-09,0,0,2,1,Brandon,QU2neTlxdaQq_sh-iz2ayg,9,0,5.0,user,0,0,0,0,1,1,2,2,0,0,0,0,Perfectionist
2012-08,2,11,2,26,Lynsey,ybex2-iQv1Cr05LG-FUY4Q,0,0,2.62,user,0,0,3,3,11,2,0,0,0,1,0,9,Anxious
2007-10,1689,2390,1792,627,An,AeKxYEybfws0rJNxksSEow,56,46,3.81,user,2145,4,0,0,14,1,3,0,0,0,0,0,Anxious
2010-06,0,2,0,2,chaz,9_cDpOKeB55he2QO1IXTXQ,0,0,2.5,user,0,0,1,0,0,2,0,0,0,0,0,0,Passive
2012-03,0,3,1,9,B,ZU61YEOmTRrZHboyuS2IxQ,0,0,2.38,user,0,0,0,0,2,0,0,0,0,0,0,0,Anxious
2010-07,2,4,0,10,Roger,MzaALPvptGShwpy1w0dEsQ,4,0,3.89,user,0,0,0,2,0,3,0,0,0,0,0,0,Passive
2013-07,0,3,1,6,J,DKY-_lFIzWSkB7mH0VeuNw,0,0,4.17,user,0,0,0,0,2,1,2,0,0,0,0,0,Anxious
2009-06,206,275,197,89,Kylie,2p6lF22QELbcvCDAcVQGGA,2,1,3.65,user,23,0,0,0,3,0,1,0,0,0,0,0,Anxious
2011-06,2,5,1,17,Joseph,F7RDFMRcrRIvWd41RHEvZQ,0,0,4.17,user,0,0,3,1,6,2,3,0,0,0,0,0,Anxious
2010-10,1,5,0,6,Laura,Zzm3b6BodXt-syJ6sfJ3iA,0,0,4.33,user,0,0,1,0,0,2,0,0,0,0,0,1,Passive
2012-12,0,0,0,2,Alice,4Xa_e_Acfn5ug-IeIYLiiw,0,0,1.0,user,0,0,0,0,4,0,0,0,0,0,0,0,Anxious
2010-07,0,5,0,5,D,kSmSz26adbfasuzOx6Beyw,0,0,4.75,user,0,0,0,0,2,0,2,0,0,0,0,0,Anxious
2008-09,364,179,146,62,Kyle,TWjDnKexHSp0U3UQ3W01Kw,42,6,3.48,user,53,2,28,14,14,15,4,3,1,1,2,35,Liberal
2012-03,6,12,2,17,Lee,-lc3eXSNmg-iJw1p0hsmCA,1,0,3.19,user,0,0,1,2,0,2,0,0,0,0,0,0,Risk Taker
2010-07,1,2,2,8,Julian,vTinG2CDMZD2P46Bn4XJvg,17,1,3.62,user,0,0,3,2,6,0,0,1,0,0,0,1,Anxious
2010-01,0,0,0,1,Dustin,1RzIO45cnhjXSskxltcYdw,2,0,4.0,user,0,0,0,0,0,0,0,0,0,3,0,1,Open minded
2007-08,3,10,6,10,Michal,5QsZEiwMuJ6tjSdjw2JOqw,0,1,4.0,user,1,0,1,1,5,3,0,0,0,0,0,0,Anxious
2010-10,1,6,0,7,Elizabeth,Xpg-v0vUg2vPNQqwStkGCQ,2,0,2.86,user,0,0,1,0,0,2,0,0,0,0,0,0,Passive
2011-05,0,2,1,1,Jocelyn,1XIFrEQFM7yyBHq3OYo7PQ,1,0,5.0,user,0,0,2,0,0,0,0,0,0,0,0,0,Prosocial
2009-06,47,154,67,115,Alissa,w8uuMkdaSKrcPb0NJQydHg,1,3,3.49,user,33,2,0,0,2,1,0,0,0,0,0,0,Anxious
2011-04,2,20,2,7,Nicole,TPtIdxAcTZRU2z7aBmYpQw,1,0,3.29,user,1,0,2,0,1,7,0,0,0,0,0,0,Passive
2009-05,10,77,21,127,Jeff,h0yc9-lOhe0du42G2X7zrw,0,2,4.06,user,3,0,0,0,0,2,0,0,0,0,0,0,Passive
2009-08,7,38,9,29,Amy,lSRrnw-k5uknLzjAPzLwqA,0,1,4.17,user,1,0,7,0,0,4,3,1,1,0,1,10,Liberal
2012-02,1,0,0,1,Wendi,8iio5V-K3RFqMVkibPTuTA,0,0,5.0,user,0,0,2,0,0,0,0,0,0,0,0,0,Prosocial
2010-05,1,1,2,5,Amy,wdtoa9VgowEdiYudN8T1YQ,0,0,4.0,user,0,0,3,0,1,1,0,0,0,0,0,0,Prosocial
2011-04,44,132,38,68,Joey,sQwgFhirdCt6h_g1rbjHHA,37,3,3.94,user,14,2,2,12,17,11,5,1,2,6,0,30,Liberal
2013-03,1,1,1,4,Brian,D6YKX4qNH4br6h78frKdVA,1,0,4.0,user,1,0,0,0,2,0,0,0,0,0,0,0,Anxious
2010-04,5,30,6,18,Noelle,vZY9J4QUNDeM23majM4nkA,2,0,4.06,user,5,0,7,3,24,4,0,0,1,0,0,11,Anxious
2012-12,3,1,0,4,Sarah,qsscX32aKw1fWXffCP6tOw,0,0,4.5,user,0,0,0,0,2,0,0,0,0,0,0,1,Anxious
2011-08,20,69,24,54,Tim,i2QqqRhuc20r27y_fx59KQ,0,1,3.69,user,7,0,5,7,27,7,9,3,1,2,0,1,Anxious
2013-03,4,6,1,8,Christina,0yBkL18dI8bthPu998rNcQ,1,0,3.1,user,0,0,1,0,6,6,3,0,0,0,0,0,Anxious
2005-06,61,209,110,132,Jeannette,D5OsccvdRypNOSwU9e2ydQ,7,3,3.57,user,92,2,20,5,13,8,3,3,2,2,1,7,Prosocial
2007-07,93,316,89,269,Vicky,hguaB7FRZDeJoRl8hR2jKA,17,6,3.65,user,55,3,0,1,4,0,0,0,0,0,0,0,Anxious
2012-01,1,1,0,2,Tammy,hj4VWoNP53VHtc9Ap9xnOg,0,0,4.0,user,0,0,0,1,0,4,0,0,0,0,0,0,Passive
2008-02,29,50,33,22,Holly,nifQuBZYwHNnGLUU105EZQ,4,0,4.0,user,13,0,2,0,7,1,4,0,1,0,0,1,Anxious
2010-04,17,135,39,87,Bonnie,6W8g1cFTauSG7GsZGNhIjw,0,3,3.56,user,10,0,0,0,1,0,2,0,0,0,0,0,Perfectionist
2010-07,618,900,542,401,Steph,M5bNWbxM1bzhPKn4v4-7mg,20,23,3.43,user,266,4,10,8,16,14,7,1,1,0,1,4,Anxious
